LFQ intensity BvO325_ccpa_MG1363_1	LFQ intensity BvO326_ccpa_MG1363_2	LFQ intensity BvO327_ccpa_MG1363_3	LFQ intensity BvO328_ccpa_MG1363_4	LFQ intensity BvO329_wt_MG1363_1	LFQ intensity BvO330_wt_MG1363_2	LFQ intensity BvO331_wt_MG1363_3	LFQ intensity BvO332_wt_MG1363_4	Only identified by site	Reverse	Potential contaminant	FilteredRows	Protein names	Gene names	Gene names  (primary )	Gene names  (ordered locus )	Intramembrane	Transmembrane	Student's T-test Significant ccpa mutant_wt	Student's T-test significant	Length	EC number	Gene names  (primary )_	Gene names  (ordered locus )_	Mass	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Intramembrane_	Subcellular location [CC]	Topological domain	Transmembrane_	Cross-reference (PRIDE)	Cross-reference (KEGG)	Cross-reference (BRENDA)	Cross-reference (eggNOG)	Cross-reference (KO)	COGcatcombined	id	Number of proteins	Peptides	Unique peptides	Sequence coverage    	Mol  weight  kDa 	Sequence length	Q value	Score	Intensity	iBAQ	iBAQ BvO325_ccpa_MG1363_1	iBAQ BvO326_ccpa_MG1363_2	iBAQ BvO327_ccpa_MG1363_3	iBAQ BvO328_ccpa_MG1363_4	iBAQ BvO329_wt_MG1363_1	iBAQ BvO330_wt_MG1363_2	iBAQ BvO331_wt_MG1363_3	iBAQ BvO332_wt_MG1363_4	-Log Student's T-test p-value ccpa mutant_wt	Student's T-test q-value ccpa mutant_wt	Student's T-test Difference ccpa mutant_wt	Student's T-test Test statistic ccpa mutant_wt	Sequence length_	Average molecular mass	Number of theoretical peptides (trypsin/P, 7-30)	Protein IDs	Majority protein IDs	Fasta headers	Gene name	Protein name
7.10123157501221	7.05176973342896	7.10050821304321	7.13293170928955	7.18210077285767	7.12917423248291	7.02102375030518	7.26789903640747					Uncharacterized protein	llmg_1253		llmg_1253	0	0			285			llmg_1253	32,592		oxidoreductase activity [GO:0016491]		0	0	0	0	0	llm:llmg_1253	0	COG0656;ENOG4105CV8		C	531	1	6	6	23.9	32.592	285	0	12.53	75549000	4444000	558830	491090	554650	497780	551540	727430	576740	485960	0.440156749492393	0.525182266009852	-0.0534391403198242	-0.0506874420211768	285	32592.04148	17	A2RKN2	A2RKN2	tr|A2RKN2|A2RKN2_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1253 PE=4 SV=1	llmg_1253	Uncharacterized protein
7.74242639541626	7.85374689102173	7.76837158203125	7.8598165512085	7.94781112670898	8.08217430114746	7.96178150177002	7.92129611968994					Uncharacterized protein	llmg_1258		llmg_1258	0	TRANSMEM 53 75 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 7 28 Helical. {ECO:0000256|SAM:Phobius}.			186			llmg_1258	21,510			integral component of membrane [GO:0016021]	0	0	0	TRANSMEM 53 75 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 7 28 Helical. {ECO:0000256|SAM:Phobius}.	0	llm:llmg_1258	0	ENOG4106GPF;ENOG410Y7UD		S	532	1	8	8	24.7	21.509	186	0	27.242	466610000	77769000	12460000	11177000	7841800	7457800	9603200	12503000	11962000	4763900	2.00020717233994	0.241542600896861	-0.172175407409668	-0.164535118102659	186	21509.72778	6	A2RKN7	A2RKN7	tr|A2RKN7|A2RKN7_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1258 PE=4 SV=1	llmg_1258	Uncharacterized protein
7.59288692474365	7.58252906799316	7.68165731430054	7.58647489547729	7.57645654678345	7.63452768325806	7.72565841674805	7.55198621749878					Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase)	trmFO gid llmg_1271	trmFO	llmg_1271	0	0			448	2.1.1.74	trmFO	llmg_1271	50,200	tRNA processing [GO:0008033]	flavin adenine dinucleotide binding [GO:0050660];methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity [GO:0047151];oxidoreductase activity [GO:0016491]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01037}.	0	0	0	llm:llmg_1271	0	COG1206;ENOG4107QXI	K04094	J	535	1	14	14	33.5	50.2	448	0	45.283	252790000	11490000	2597800	1720700	1141600	1426600	730880	1046100	2152000	674550	0.0905687615498686	0.893250891795482	-0.0112701654434204	-0.0107818893720283	448	50200.1357799999	22	A2RKQ0	A2RKQ0	sw|A2RKQ0|TRMFO_LACLM Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=trmFO PE=3 SV=1	trmFO	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
7.47670125961304	7.46935081481934	7.46440029144287	7.52207899093628	7.57502603530884	7.53356885910034	7.46463871002197	7.57556867599487					DNA topoisomerase 1 (EC 5.99.1.2) (DNA topoisomerase I)	topA llmg_1272	topA	llmg_1272	0	0			708	5.99.1.2	topA	llmg_1272	80,486	DNA topological change [GO:0006265]	DNA binding [GO:0003677];DNA topoisomerase type I activity [GO:0003917];metal ion binding [GO:0046872]	chromosome [GO:0005694]	0	0	0	0	0	llm:llmg_1272	0	COG0550;COG0551;ENOG4105C73	K03168	L	536	1	16	16	32.3	80.485	708	0	57.953	182330000	4447100	580220	575380	472670	476020	559390	662420	586310	534680	0.942240063110887	0.507312396694215	-0.0540677309036255	-0.0525302079167079	708	80486.0423800001	41	A2RKQ1	A2RKQ1	tr|A2RKQ1|A2RKQ1_LACLM DNA topoisomerase 1 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=topA PE=3 SV=1	topA	DNA topoisomerase 1
6.60094022750854	6.61629676818848	6.75026941299438	6.77418851852417	6.48726320266724	6.26611709594727	6.53467321395874	5.97293424606323					L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	ilvA llmg_1276	ilvA	llmg_1276	0	0			416	4.3.1.19	ilvA	llmg_1276	45,646	isoleucine biosynthetic process [GO:0009097]	L-threonine ammonia-lyase activity [GO:0004794];pyridoxal phosphate binding [GO:0030170]		0	0	0	0	0	llm:llmg_1276	0	COG1171;ENOG4105C7B	K01754	E	538	1	5	5	17.3	45.645	416	0	10.566	21871000	950900	200500	130000	201310	146210	45241	47029	110320	70284	1.46368167184886	0.0825287356321839	0.370176792144775	0.32591461941124	416	45646.0486799999	23	A2RKQ5	A2RKQ5	tr|A2RKQ5|A2RKQ5_LACLM L-threonine dehydratase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ilvA PE=3 SV=1	ilvA	L-threonine dehydratase
8.01590442657471	8.01034259796143	8.02288150787354	7.95271968841553	7.78524446487427	7.7098126411438	7.79363679885864	7.73642063140869					Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	ilvC llmg_1277	ilvC	llmg_1277	0	0			340	1.1.1.86	ilvC	llmg_1277	37,258	isoleucine biosynthetic process [GO:0009097];valine biosynthetic process [GO:0009099]	ketol-acid reductoisomerase activity [GO:0004455];metal ion binding [GO:0046872];NADP binding [GO:0050661]		0	0	0	0	0	llm:llmg_1277	0	COG0059;ENOG4105C6M	K00053	E	539	1	13	13	45.3	37.258	340	0	32.003	465520000	31035000	5949000	4879400	5909000	3818400	2937800	2398600	3588300	1554400	4.11388444612028	0.148086330935252	0.244183421134949	0.238072580584927	340	37258.20018	15	A2RKQ6	A2RKQ6	sw|A2RKQ6|ILVC_LACLM Ketol-acid reductoisomerase (NADP(+)) OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ilvC PE=3 SV=1	ilvC	Ketol-acid reductoisomerase (NADP(+))
7.23917436599731	7.30133390426636	7.39443397521973	7.34080076217651	7.09905862808228	7.02007102966309	7.03578996658325	6.38259696960449					Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD llmg_1280	ilvD	llmg_1280	0	0			570	4.2.1.9	ilvD	llmg_1280	60,658	isoleucine biosynthetic process [GO:0009097];valine biosynthetic process [GO:0009099]	4 iron, 4 sulfur cluster binding [GO:0051539];dihydroxy-acid dehydratase activity [GO:0004160];metal ion binding [GO:0046872]		0	0	0	0	0	llm:llmg_1280	0	COG0129;ENOG4105C01	K01687	E	540	1	8	8	15.8	60.657	570	0	15.916	92957000	3718300	717750	628310	709910	482340	322170	161550	583480	112780	1.35402014707493	0.0732394366197183	0.434556603431702	0.371008632894851	570	60658.1281799998	25	A2RKQ9	A2RKQ9	sw|A2RKQ9|ILVD_LACLM Dihydroxy-acid dehydratase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ilvD PE=3 SV=1	ilvD	Dihydroxy-acid dehydratase
6.87644863128662	6.9849681854248	6.9601092338562	6.82468557357788	6.87918758392334	6.76107025146484	7.06352090835571	6.9193868637085					Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD llmg_1295	hisD	llmg_1295	0	0			435	1.1.1.23	hisD	llmg_1295	47,581	histidine biosynthetic process [GO:0000105]	histidinol dehydrogenase activity [GO:0004399];NAD binding [GO:0051287];zinc ion binding [GO:0008270]		0	0	0	0	0	llm:llmg_1295	0	COG0141;ENOG4105CEK	K00013	E	544	1	7	7	20.7	47.581	435	0	16.09	48041000	1847700	313930	200150	200760	355140	174220	290710	258380	54427	0.0271848251482888	0.950604118993135	0.00576150417327881	0.00537155386564249	435	47581.11228	26	A2RKS2	A2RKS2	tr|A2RKS2|A2RKS2_LACLM Histidinol dehydrogenase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=hisD PE=3 SV=1	hisD	Histidinol dehydrogenase
6.19939851760864	6.26302051544189	6.45774555206299	6.31546640396118	6.33787822723389	6.66633224487305	6.35020923614502	7.06065273284912					Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	hisC llmg_1298	hisC	llmg_1298	0	0			356	2.6.1.9	hisC	llmg_1298	40,539	histidine biosynthetic process [GO:0000105]	histidinol-phosphate transaminase activity [GO:0004400];L-phenylalanine:2-oxoglutarate aminotransferase activity [GO:0080130];pyridoxal phosphate binding [GO:0030170]		0	0	0	0	0	llm:llmg_1298	0	COG0079;ENOG4105CIH	K00817	E	545	1	3	3	12.9	40.539	356	0	27.656	10642000	760110	141060	125340	140040	67448	80574	21916	155100	28642	0.822875842257116	0.143875	-0.294860363006592	-0.250120827750887	356	40539.15978	14	A2RKS5	A2RKS5	sw|A2RKS5|HIS8_LACLM Histidinol-phosphate aminotransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=hisC PE=3 SV=1	hisC	Histidinol-phosphate aminotransferase
8.1851167678833	8.24868392944336	8.1646203994751	8.18312740325928	8.11826515197754	8.06216812133789	8.07382869720459	8.02052688598633					Ribonuclease R (RNase R) (EC 3.1.13.1)	vacB2 rnr llmg_1304	vacB2	llmg_1304	0	0			667	3.1.13.1	vacB2	llmg_1304	75,594		exoribonuclease II activity [GO:0008859];RNA binding [GO:0003723]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01895, ECO:0000256|SAAS:SAAS00385373}.	0	0	0	llm:llmg_1304	0	COG0557;ENOG4105C40	K12573	K	546	1	15	15	27	75.593	667	0	81.858	766170000	19645000	1203200	1121800	988920	942920	397220	13787000	965210	238980	2.45764355764189	0.267168674698795	0.126689910888672	0.123333140924406	667	75593.6397800001	39	A2RKT1	A2RKT1	tr|A2RKT1|A2RKT1_LACLM Ribonuclease R OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=vacB2 PE=3 SV=1	vacB2	Ribonuclease R
8.05084323883057	8.09314155578613	8.02608394622803	8.11581039428711	8.12645626068115	8.03112602233887	8.02991104125977	8.09753513336182					Acetolactate synthase large subunit (EC 2.2.1.6)	als llmg_1309	als	llmg_1309	0	0			554	2.2.1.6	als	llmg_1309	60,779	butanediol metabolic process [GO:0034077]	acetolactate synthase activity [GO:0003984];magnesium ion binding [GO:0000287];thiamine pyrophosphate binding [GO:0030976]		0	0	0	0	0	llm:llmg_1309	0	COG0028;ENOG4105C7K	K01652	E	547	1	19	19	47.3	60.778	554	0	254.43	714600000	27485000	6072900	3889000	3597000	3042100	2628600	2141200	3878900	2235000	0.00224347138938043	0.996883516483516	0.000212669372558594	0.000206155972985458	554	60778.9716799999	26	A2RKT5	A2RKT5	tr|A2RKT5|A2RKT5_LACLM Acetolactate synthase large subunit OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=als PE=3 SV=1	als	Acetolactate synthase large subunit
6.72279024124146	6.33458757400513	6.53580045700073	6.68826866149902	6.22383260726929	6.70768070220947	6.42258977890015	6.15701246261597					Uncharacterized protein	llmg_1310		llmg_1310	0	0			418			llmg_1310	48,109				0	0	0	0	0	llm:llmg_1310	0	COG0457;ENOG41068YB		S	548	1	5	5	23.4	48.108	418	0	14.892	20810000	1891800	563460	70138	306240	206400	126370	189270	314500	115450	0.598464199664729	0.239259259259259	0.192582845687866	0.167174481831875	418	48108.7665799999	11	A2RKT6	A2RKT6	tr|A2RKT6|A2RKT6_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1310 PE=4 SV=1	llmg_1310	Uncharacterized protein
6.86276340484619	6.79036235809326	6.84367513656616	6.80670213699341	6.97875118255615	6.92871332168579	6.91717958450317	6.98566007614136					Uncharacterized protein	llmg_1311		llmg_1311	0	TRANSMEM 178 200 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 23 47 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 241 258 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 264 283 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 290 310 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 330 355 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 53 71 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 83 108 Helical. {ECO:0000256|SAM:Phobius}.			390			llmg_1311	43,689			integral component of membrane [GO:0016021]	0	0	0	TRANSMEM 178 200 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 23 47 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 241 258 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 264 283 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 290 310 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 330 355 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 53 71 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 83 108 Helical. {ECO:0000256|SAM:Phobius}.	0	llm:llmg_1311	0	COG0628;ENOG4105C02		S	549	1	2	2	5.1	43.689	390	0	7.0617	44444000	2777700	483340	213380	284050	176680	460100	376560	418360	365280	2.72950384145763	0.266622356495468	-0.126700282096863	-0.123731504649606	390	43689.3190799999	16	A2RKT7	A2RKT7	tr|A2RKT7|A2RKT7_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1311 PE=4 SV=1	llmg_1311	Uncharacterized protein
7.41232633590698	7.4763240814209	7.42445707321167	7.42776203155518	7.61286878585815	7.49334669113159	7.38286304473877	7.59657526016235					Uncharacterized protein	llmg_1314		llmg_1314	0	0			535			llmg_1314	58,527		oxidoreductase activity [GO:0016491]		0	0	0	0	0	llm:llmg_1314	0	COG2509;ENOG4105DZ0	K07137	S	550	1	12	12	28.2	58.526	535	0	72.554	173790000	6684200	998990	940550	808010	621760	1022900	761710	864150	666170	0.773344614149895	0.354028985507246	-0.0861960649490356	-0.0816975963503435	535	58526.8339799999	26	A2RKT9	A2RKT9	tr|A2RKT9|A2RKT9_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1314 PE=4 SV=1	llmg_1314	Uncharacterized protein
7.00966310501099	7.03806352615356	6.88096761703491	7.0903639793396	7.20701456069946	6.94829082489014	7.03140830993652	7.22492122650146					Putative RNA methyltransferase (EC 2.1.1.-)	llmg_1315		llmg_1315	0	0			456	2.1.1.-		llmg_1315	52,031	RNA processing [GO:0006396]	RNA binding [GO:0003723];RNA methyltransferase activity [GO:0008173]		0	0	0	0	0	llm:llmg_1315	0	COG2265;ENOG4105BZT	K03215	J	551	1	9	9	27.6	52.03	456	0	51.012	70103000	2417300	493880	311280	211480	221120	324650	276110	391380	187430	0.567611069046592	0.324580498866213	-0.0981441736221313	-0.0907989102745999	456	52030.7371799999	29	A2RKU0	A2RKU0	tr|A2RKU0|A2RKU0_LACLM Putative RNA methyltransferase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1315 PE=3 SV=1	llmg_1315	Putative RNA methyltransferase
8.2128267288208	8.28650093078613	8.24057388305664	8.20731067657471	8.29517078399658	8.29406929016113	8.35001564025879	8.36270904541016					Putative N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9) (ManNAc-6-P epimerase)	nanE llmg_1317	nanE	llmg_1317	0	0			234	5.1.3.9	nanE	llmg_1317	25,644	carbohydrate metabolic process [GO:0005975];N-acetylmannosamine metabolic process [GO:0006051];N-acetylneuraminate catabolic process [GO:0019262]	N-acylglucosamine-6-phosphate 2-epimerase activity [GO:0047465]		0	0	0	0	0	llm:llmg_1317	0	COG3010;ENOG4105C9S	K01788	G	552	1	17	17	56	25.643	234	0	49.333	1118800000	79916000	10730000	11019000	12818000	8603000	8432500	9692200	12299000	6323300	1.87800103867419	0.340113289760349	-0.0886881351470947	-0.0864802007713422	234	25643.74138	14	A2RKU2	A2RKU2	sw|A2RKU2|NANE_LACLM Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=nanE PE=3 SV=1	nanE	Putative N-acetylmannosamine-6-phosphate 2-epimerase
7.17014455795288	7.21814155578613	7.16250467300415	7.21903419494629	7.64700126647949	7.58468151092529	7.46480226516724	7.60247230529785					Spermidine/putrescine ABC transporter substrate binding	potD llmg_1325	potD	llmg_1325	0	0			355		potD	llmg_1325	40,573	polyamine transport [GO:0015846]	polyamine binding [GO:0019808]	periplasmic space [GO:0042597]	0	0	0	0	0	llm:llmg_1325	0	COG0687;ENOG4108HM4	K11069	P	553	1	7	7	30.7	40.572	355	0	81.894	147630000	9841900	1309000	964990	630540	1001500	1673700	2227000	964790	1070400	4.01875033995014	0.0742162162162162	-0.382283091545105	-0.366955314461393	355	40572.56518	15	A2RKV0	A2RKV0	tr|A2RKV0|A2RKV0_LACLM Spermidine/putrescine ABC transporter substrate binding OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=potD PE=4 SV=1	potD	Spermidine/putrescine ABC transporter substrate binding
7.7153263092041	7.747474193573	7.7643928527832	7.83498620986938	8.05468940734863	8.02341747283936	7.96734666824341	8.12034320831299					Spermidine/putrescine import ATP-binding protein PotA (EC 3.6.3.31)	potA llmg_1328	potA	llmg_1328	0	0			426	3.6.3.31	potA	llmg_1328	48,271		ATP binding [GO:0005524];putrescine-importing ATPase activity [GO:0015594];spermidine-importing ATPase activity [GO:0015595]	ATP-binding cassette (ABC) transporter complex [GO:0043190]	0	Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_01726}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|HAMAP-Rule:MF_01726}	0	0	0	llm:llmg_1328	0	COG3842;ENOG4105C53	K11072	P	554	1	9	9	20.7	48.271	426	0	32.383	489650000	24482000	3230300	2340200	1781600	1998400	3659100	3166700	4901600	3404600	3.29721427726636	0.125230769230769	-0.275904297828674	-0.265111571338003	426	48271.3339799999	20	A2RKV3	A2RKV3	tr|A2RKV3|A2RKV3_LACLM Spermidine/putrescine import ATP-binding protein PotA OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=potA PE=3 SV=1	potA	Spermidine/putrescine import ATP-binding protein PotA
8.0685567855835	8.03762531280518	7.99702787399292	8.0896577835083	8.2178783416748	8.1714334487915	8.1592960357666	8.27618598937988					UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	murB llmg_1329	murB	llmg_1329	0	0			299	1.3.1.98	murB	llmg_1329	32,045	cell cycle [GO:0007049];cell division [GO:0051301];cell wall organization [GO:0071555];peptidoglycan biosynthetic process [GO:0009252];regulation of cell shape [GO:0008360]	flavin adenine dinucleotide binding [GO:0050660];UDP-N-acetylmuramate dehydrogenase activity [GO:0008762]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00037}.	0	0	0	llm:llmg_1329	0	COG0812;ENOG4105D4A	K00075	M	555	1	12	12	53.5	32.044	299	0	226.8	801500000	53433000	8962500	6304900	5971500	5268600	5771100	6547200	10302000	4306100	2.49789037693457	0.24978313253012	-0.157981514930725	-0.15289027023612	299	32044.78128	15	A2RKV4	A2RKV4	sw|A2RKV4|MURB_LACLM UDP-N-acetylenolpyruvoylglucosamine reductase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=murB PE=3 SV=1	murB	UDP-N-acetylenolpyruvoylglucosamine reductase
6.22477006912231	6.88866806030273	6.62531089782715	6.03979301452637	7.3670015335083	7.30608177185059	7.37719678878784	6.41999912261963					Niacin transporter NiaX (Niacin ECF transporter S component NiaX)	niaX llmg_1330	niaX	llmg_1330	0	TRANSMEM 101 120 Helical. {ECO:0000255}.;TRANSMEM 135 155 Helical. {ECO:0000255}.;TRANSMEM 167 187 Helical. {ECO:0000255}.;TRANSMEM 34 54 Helical. {ECO:0000255}.;TRANSMEM 72 94 Helical. {ECO:0000255}.	+	ccpa mutant_wt	222		niaX	llmg_1330	24,640		transporter activity [GO:0005215]	integral component of membrane [GO:0016021];plasma membrane [GO:0005886]	0	Multi-pass membrane protein {ECO:0000305|PubMed:21135102}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:21135102}	0	TRANSMEM 101 120 Helical. {ECO:0000255}.;TRANSMEM 135 155 Helical. {ECO:0000255}.;TRANSMEM 167 187 Helical. {ECO:0000255}.;TRANSMEM 34 54 Helical. {ECO:0000255}.;TRANSMEM 72 94 Helical. {ECO:0000255}.	0	llm:llmg_1330	0	ENOG4105RNB;ENOG4111YD9	K16788	S	556	1	2	2	5	24.64	222	0.00095147	2.8476	76239000	12706000	1310200	1061600	886200	822740	2783200	2650600	2642500	549390	1.17155264283423	0.0426341463414634	-0.672934293746948	-0.51688152533749	222	24639.97808	6	A2RKV5	A2RKV5	sw|A2RKV5|NIAX_LACLM Niacin transporter NiaX OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=niaX PE=1 SV=1	niaX	Niacin transporter NiaX
7.59333038330078	7.6291446685791	7.61491823196411	7.6618504524231	7.49266242980957	7.55094957351685	7.55309391021729	7.71055746078491					Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB llmg_1331	thrB	llmg_1331	0	0			296	2.7.1.39	thrB	llmg_1331	31,893	threonine biosynthetic process [GO:0009088]	ATP binding [GO:0005524];homoserine kinase activity [GO:0004413]	cytoplasm [GO:0005737]	0	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00384}.	0	0	0	llm:llmg_1331	0	COG0083;ENOG4105D5I	K00872	E	557	1	8	8	31.8	31.892	296	0	40.167	240590000	17185000	2732000	2367600	2471000	2053800	1405700	1983800	2973300	1197600	0.438731585322233	0.555619344773791	0.0479950904846191	0.0457580859280046	296	31892.72528	14	A2RKV6	A2RKV6	sw|A2RKV6|KHSE_LACLM Homoserine kinase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=thrB PE=3 SV=1	thrB	Homoserine kinase
7.46649694442749	7.49190759658813	7.54080486297607	7.5993480682373	7.51509189605713	7.51450777053833	7.33332633972168	7.5934853553772					Homoserine dehydrogenase (EC 1.1.1.3)	hom llmg_1332	hom	llmg_1332	0	0			428	1.1.1.3	hom	llmg_1332	46,629	isoleucine biosynthetic process [GO:0009097];methionine biosynthetic process [GO:0009086];threonine biosynthetic process [GO:0009088]	amino acid binding [GO:0016597];homoserine dehydrogenase activity [GO:0004412];NADP binding [GO:0050661]		0	0	0	0	0	llm:llmg_1332	0	COG0460;ENOG4105D6E	K00003	E	558	1	9	9	28	46.629	428	0	153.26	190820000	10043000	2054000	1319000	1727100	951190	1089800	1072800	1036100	793320	0.229227736861992	0.66433946251768	0.035536527633667	0.0334481911205654	428	46629.2176799999	19	A2RKV7	A2RKV7	tr|A2RKV7|A2RKV7_LACLM Homoserine dehydrogenase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=hom PE=3 SV=1	hom	Homoserine dehydrogenase
6.82709789276123	6.75411128997803	6.85827827453613	6.71132612228394	6.57220935821533	6.65992593765259	7.04952812194824	6.31164741516113					FolC protein (EC 6.3.2.17)	folC llmg_1334	folC	llmg_1334	0	0			427	6.3.2.17	folC	llmg_1334	47,934		ATP binding [GO:0005524];tetrahydrofolylpolyglutamate synthase activity [GO:0004326]		0	0	0	0	0	llm:llmg_1334	0	COG0285;ENOG4105DPM	K11754	H	559	1	4	4	11	47.933	427	0	6.1965	37088000	1685800	332670	227370	255880	179380	97856	117450	370370	104830	0.390066201835569	0.267533527696793	0.139375686645508	0.120519750832657	427	47933.5875799999	22	A2RKV9	A2RKV9	tr|A2RKV9|A2RKV9_LACLM FolC protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=folC PE=3 SV=1	folC	FolC protein
7.20838737487793	7.17983913421631	7.13640356063843	7.17475748062134	7.05686664581299	7.08213901519775	7.05990409851074	7.1255464553833					Dihydropteroate synthase (EC 2.5.1.15)	folP llmg_1336	folP	llmg_1336	0	0			357	2.5.1.15	folP	llmg_1336	40,329	folic acid-containing compound biosynthetic process [GO:0009396]	dihydropteroate synthase activity [GO:0004156]		0	0	0	0	0	llm:llmg_1336	0	COG0294;ENOG4105EEI	K00796	H	560	1	11	11	37.5	40.329	357	0	48.886	81859000	3720800	750010	518870	506880	489570	247920	359170	681450	166970	2.30406832384921	0.323447004608295	0.0937328338623047	0.0917437235723004	357	40329.2720799999	22	A2RKW1	A2RKW1	tr|A2RKW1|A2RKW1_LACLM Dihydropteroate synthase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=folP PE=4 SV=1	folP	Dihydropteroate synthase
6.97841787338257	6.93293523788452	6.94268274307251	6.7789249420166	6.48186731338501	6.75094938278198	6.69174432754517	6.45857191085815					Dihydrofolate reductase (EC 1.5.1.3)	dfrA llmg_1342	dfrA	llmg_1342	0	0			168	1.5.1.3	dfrA	llmg_1342	19,804	glycine biosynthetic process [GO:0006545];nucleotide biosynthetic process [GO:0009165];one-carbon metabolic process [GO:0006730];tetrahydrofolate biosynthetic process [GO:0046654]	dihydrofolate reductase activity [GO:0004146];NADP binding [GO:0050661]		0	0	0	0	0	llm:llmg_1342	0	COG0262;ENOG4108YYV	K00287	H	561	1	3	3	19	19.803	168	0	12.892	38726000	3227100	726670	495570	558050	337080	245670	377640	415450	71019	1.96399553966472	0.10928	0.312456965446472	0.287741813343085	168	19803.72548	12	A2RKW6	A2RKW6	tr|A2RKW6|A2RKW6_LACLM Dihydrofolate reductase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=dfrA PE=3 SV=1	dfrA	Dihydrofolate reductase
