LFQ intensity BvO325_ccpa_MG1363_1	LFQ intensity BvO326_ccpa_MG1363_2	LFQ intensity BvO327_ccpa_MG1363_3	LFQ intensity BvO328_ccpa_MG1363_4	LFQ intensity BvO329_wt_MG1363_1	LFQ intensity BvO330_wt_MG1363_2	LFQ intensity BvO331_wt_MG1363_3	LFQ intensity BvO332_wt_MG1363_4	Only identified by site	Reverse	Potential contaminant	FilteredRows	Protein names	Gene names	Gene names  (primary )	Gene names  (ordered locus )	Intramembrane	Transmembrane	id	Number of proteins	Peptides	Unique peptides	Sequence coverage    	Mol  weight  kDa 	Sequence length	Q value	Score	Intensity	iBAQ	iBAQ BvO325_ccpa_MG1363_1	iBAQ BvO326_ccpa_MG1363_2	iBAQ BvO327_ccpa_MG1363_3	iBAQ BvO328_ccpa_MG1363_4	iBAQ BvO329_wt_MG1363_1	iBAQ BvO330_wt_MG1363_2	iBAQ BvO331_wt_MG1363_3	iBAQ BvO332_wt_MG1363_4	Protein IDs	Majority protein IDs	Fasta headers
6.45933198928833	6.3254337310791	6.29935455322266	6.4635796546936	6.54692506790161	6.75202560424805	6.82938098907471	6.3867130279541					Uncharacterized protein	llmg_1630		llmg_1630	0	0	674	1	3	3	73.8	6.8755	61	0	51.788	21086000	4217200	505310	283000	390020	277900	510450	714490	1318800	217180	A2RLN4	A2RLN4	tr|A2RLN4|A2RLN4_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1630 PE=4 SV=1
7.94537973403931	7.94554758071899	8.0781307220459	8.09756946563721	7.97968482971191	7.98992586135864	8.07863807678223	8.02209854125977					DNA gyrase subunit B (EC 5.99.1.3)	gyrB llmg_1631	gyrB	llmg_1631	0	0	675	1	16	16	28.3	72.591	651	0	90.943	616120000	19875000	3289600	2682300	3192300	2936100	1596800	2125400	3040200	1012100	A2RLN5	A2RLN5	tr|A2RLN5|A2RLN5_LACLM DNA gyrase subunit B OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=gyrB PE=3 SV=1
7.46915912628174	7.50360012054443	7.58578777313232	7.44659948348999	7.44307518005371	7.65731382369995	7.85304689407349	7.41452217102051					Acetoin reductase (EC 1.1.1.5)	butA llmg_1641	butA	llmg_1641	0	0	679	1	5	5	32	26.808	253	0	86.901	230850000	23085000	3479900	2791200	3116500	1730300	2393500	3094700	5241300	1237300	A2RLP5	A2RLP5	tr|A2RLP5|A2RLP5_LACLM Acetoin reductase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=butA PE=4 SV=1
6.72480821609497	6.71237182617188	6.81107187271118	6.81509923934937	6.87459182739258	6.84230327606201	6.8629002571106	6.75300073623657					General stress protein GSP13	llmg_1645		llmg_1645	0	0	681	1	3	3	23.7	17.979	156	0	4.6222	37041000	4115700	426250	372300	446030	410020	515140	474020	1048400	423570	A2RLP9	A2RLP9	tr|A2RLP9|A2RLP9_LACLM General stress protein GSP13 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1645 PE=4 SV=1
8.38888263702393	8.24104785919189	8.28903102874756	8.35445404052734	8.36520671844482	8.41259479522705	8.31062984466553	8.37531566619873					Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	ppiB llmg_1646	ppiB	llmg_1646	0	0	682	1	9	9	67.3	21.645	196	0	96.194	1294300000	117660000	19070000	11669000	14983000	11352000	12351000	16481000	20086000	11670000	A2RLQ0	A2RLQ0	tr|A2RLQ0|A2RLQ0_LACLM Peptidyl-prolyl cis-trans isomerase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ppiB PE=3 SV=1
7.42337703704834	7.34562873840332	7.42458772659302	7.48711013793945	7.4957799911499	7.45600128173828	7.41067600250244	7.56012201309204					Putative hydrolase	llmg_1647		llmg_1647	0	0	683	1	11	11	47.8	30.338	268	0	32.231	170210000	10638000	1883800	1107000	1445000	1148300	1013700	1249000	1626900	1164700	A2RLQ1	A2RLQ1	tr|A2RLQ1|A2RLQ1_LACLM Putative hydrolase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1647 PE=4 SV=1
7.30269861221313	NaN	7.50536727905273	7.42150497436523	7.52020835876465	7.46334028244019	7.44013738632202	7.52275705337524					Universal stress protein	uspA llmg_1662	uspA	llmg_1662	0	0	687	1	3	3	36.9	15.742	141	0	97.736	156300000	19538000	2026600	927230	2540700	1939300	2311800	1585000	6301300	1905800	A2RLR6	A2RLR6	tr|A2RLR6|A2RLR6_LACLM Universal stress protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=uspA PE=3 SV=1
9.07997703552246	9.05774211883545	9.0496826171875	9.07029628753662	9.16136837005615	9.14612770080566	9.18469142913818	9.1495885848999					50S ribosomal protein L19	rplS llmg_1671	rplS	llmg_1671	0	0	688	1	15	15	68.4	13.101	114	0	105.15	8424200000	1400000000	218740000	165600000	167350000	139810000	151290000	180560000	217900000	162780000	A2RLS5	A2RLS5	sw|A2RLS5|RL19_LACLM 50S ribosomal protein L19 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rplS PE=3 SV=1
7.12047529220581	7.00091123580933	7.17998266220093	7.04668998718262	7.41936063766479	7.51857995986938	7.58367490768433	7.37329816818237					ABC transporter ATP-binding protein	llmg_1675		llmg_1675	0	0	689	1	8	8	43.2	24.547	220	0	26.014	119640000	9202900	456260	360670	634630	554770	1564200	2112000	2537600	982750	A2RLS8	A2RLS8	tr|A2RLS8|A2RLS8_LACLM ABC transporter ATP-binding protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1675 PE=4 SV=1
7.04265403747559	7.22634220123291	7.10506725311279	7.12968969345093	7.75273990631104	7.63036680221558	7.65769624710083	7.80206871032715					ABC transporter permease protein	llmg_1676		llmg_1676	0	TRANSMEM 20 42 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 330 350 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 370 392 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 472 495 Helical. {ECO:0000256|SAM:Phobius}.	690	1	8	8	25.5	52.463	505	0	115.83	180270000	10604000	621420	604690	526750	449290	1922900	1553800	2967100	1958000	A2RLS9	A2RLS9	tr|A2RLS9|A2RLS9_LACLM ABC transporter permease protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1676 PE=3 SV=1
7.23573017120361	7.43157291412354	7.38749647140503	7.31634759902954	7.31827211380005	7.31565570831299	7.21386289596558	7.34173107147217					Penicillin-binding protein	pbpX llmg_1679	pbpX	llmg_1679	0	TRANSMEM 38 58 Helical. {ECO:0000256|SAM:Phobius}.	693	1	12	12	20	83.712	765	0	111.82	116100000	2764300	371140	319100	338330	253820	195830	535430	242690	507970	A2RLT2	A2RLT2	tr|A2RLT2|A2RLT2_LACLM Penicillin-binding protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pbpX PE=4 SV=1
6.74040222167969	6.99519205093384	6.88843202590942	6.7146315574646	NaN	NaN	6.86657667160034	NaN					Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW llmg_1681	rsmH	llmg_1681	0	0	694	1	6	6	28.7	36.05	317	0	15.92	35055000	2696500	509250	525060	386550	176520	200050	144720	653290	101070	A2RLT4	A2RLT4	sw|A2RLT4|RSMH_LACLM Ribosomal RNA small subunit methyltransferase H OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rsmH PE=3 SV=1
7.6732234954834	7.84794902801514	7.75638484954834	7.83577919006348	8.00104141235352	8.01000308990479	7.859534740448	7.94475412368774					DNA repair protein RecN (Recombination protein N)	recN llmg_1685	recN	llmg_1685	0	0	696	1	14	14	30.5	62.869	555	0	95.469	448650000	16023000	1856400	1855100	1651100	1586300	1712000	1492100	4603000	1267300	A2RLT8	A2RLT8	tr|A2RLT8|A2RLT8_LACLM DNA repair protein RecN OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=recN PE=3 SV=1
7.42058277130127	7.35747766494751	7.35316562652588	7.31088447570801	7.52639102935791	7.51408243179321	7.55081510543823	7.46539783477783					Arginine repressor	ahrC argR llmg_1686	ahrC	llmg_1686	0	0	697	1	8	8	60.1	16.854	148	0	15.509	172090000	24585000	6054700	2964800	2806000	1815500	1666500	2574500	5342400	1360300	A2RLT9	A2RLT9	tr|A2RLT9|A2RLT9_LACLM Arginine repressor OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ahrC PE=3 SV=1
7.30354166030884	7.19807958602905	7.33641958236694	7.2311635017395	7.13274002075195	7.28874111175537	7.28357267379761	7.31058692932129					Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	xseB llmg_1691	xseB	llmg_1691	0	0	700	1	5	5	77.2	8.9659	79	0	114.54	113020000	28256000	8104000	5009800	5220700	3902600	2503800	701760	2401000	412460	A2RLU3	A2RLU3	sw|A2RLU3|EX7S_LACLM Exodeoxyribonuclease 7 small subunit OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=xseB PE=3 SV=1
7.01038455963135	7.07921743392944	7.06755447387695	7.15506267547607	7.05526351928711	7.1047945022583	7.1832127571106	7.33785820007324					Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA llmg_1692	xseA	llmg_1692	0	0	701	1	10	10	25.2	47.149	417	0	20.966	79409000	3176400	523590	425370	357300	350780	203860	334150	607260	374040	A2RLU4	A2RLU4	sw|A2RLU4|EX7L_LACLM Exodeoxyribonuclease 7 large subunit OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=xseA PE=3 SV=1
7.46871662139893	7.43408966064453	7.41355133056641	7.53644466400146	7.6793098449707	7.6001992225647	7.46840620040894	7.65663480758667					Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5);Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD llmg_1693	folD	llmg_1693	0	0	702	1	6	6	28.4	31.165	285	0	22.333	193350000	13811000	1600300	1680300	1368400	1442400	1912900	1823600	2003200	1979700	A2RLU5	A2RLU5	sw|A2RLU5|FOLD_LACLM Bifunctional protein FolD OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=folD PE=3 SV=1
6.91790437698364	7.14207649230957	7.15216588973999	7.22175312042236	7.1422643661499	7.06707096099854	7.15311336517334	7.15475845336914					Copper-(Or silver)-translocating P-type ATPase;Copper-potassium transporting ATPase B	copB llmg_1694;pNZ712_23	copB	llmg_1694;pNZ712_23	0	TRANSMEM 112 130 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 130 148 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 142 161 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 160 179 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 291 312 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 309 330 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 318 343 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 336 361 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 52 75 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 626 648 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 644 666 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 654 675 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 672 693 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 81 100 Helical. {ECO:0000256|RuleBase:RU362081}.;TRANSMEM 98 118 Helical. {ECO:0000256|RuleBase:RU362081}.	703	2	4	4	6.6	74.147	680	0	5.0061	75332000	3587300	413600	464030	499010	596690	341000	405340	513890	353670	A2RLU6;A0A1B1RSK3	A2RLU6	tr|A2RLU6|A2RLU6_LACLM Copper-potassium transporting ATPase B OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=copB PE=3 SV=1
7.38751459121704	7.22793817520142	7.15703344345093	7.21947956085205	7.49423789978027	7.51830339431763	7.33765888214111	7.56629610061646					Choline ABC transporter ATP binding protein (EC 3.6.3.25)	choQ llmg_1700	choQ	llmg_1700	0	0	705	1	9	9	35.4	34.26	305	0	54.423	129050000	9218000	926340	539260	538110	325610	4385400	849570	839610	814070	A2RLV0	A2RLV0	tr|A2RLV0|A2RLV0_LACLM Choline ABC transporter ATP binding protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=choQ PE=4 SV=1
7.45798778533936	7.41385269165039	7.41443872451782	7.45756387710571	7.71037149429321	7.74760580062866	7.66091299057007	7.73042678833008					Glutathione reductase (EC 1.8.1.7)	gshR llmg_1702	gshR	llmg_1702	0	0	706	1	15	15	33.1	47.837	435	0	54.189	222680000	7952800	959960	697820	800230	657470	1182800	1422800	1348400	883330	A2RLV2	A2RLV2	tr|A2RLV2|A2RLV2_LACLM Glutathione reductase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=gshR PE=4 SV=1
8.74952793121338	8.71543502807617	8.74947357177734	8.74584770202637	8.80408477783203	8.72525024414063	8.69943046569824	8.69337558746338					Dipeptidase (EC 3.5.1.18)	pepV llmg_1706	pepV	llmg_1706	0	0	708	1	25	25	53.6	51.911	472	0	182.35	3353900000	128990000	24985000	17307000	19363000	16154000	12718000	11863000	18599000	8004900	A2RLV6	A2RLV6	tr|A2RLV6|A2RLV6_LACLM Dipeptidase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=pepV PE=4 SV=1
6.78799152374268	6.77502012252808	6.7760181427002	6.55565071105957	NaN	NaN	6.77725267410278	NaN					Uridine phosphorylase (EC 2.4.2.3)	udp llmg_1720	udp	llmg_1720	0	0	711	1	3	3	22.7	26.059	238	0	6.6151	22960000	2551100	639730	583200	367210	257940	39757	0	663310	0	A2RLW8	A2RLW8	tr|A2RLW8|A2RLW8_LACLM Uridine phosphorylase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=udp PE=3 SV=1
9.3960428237915	9.4096794128418	9.39715766906738	9.4206485748291	9.46939468383789	9.44288730621338	9.42109394073486	9.41664028167725					30S ribosomal protein S1	rpsA llmg_1724	rpsA	llmg_1724	0	0	712	1	37	37	65.7	44.709	408	0	323.31	16500000000	718570000	128560000	97176000	100260000	69344000	83186000	75667000	115720000	48652000	A2RLX0	A2RLX0	tr|A2RLX0|A2RLX0_LACLM 30S ribosomal protein S1 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rpsA PE=4 SV=1
6.55032634735107	6.47928714752197	6.59932613372803	6.49994802474976	6.72546243667603	6.53761768341064	7.05461311340332	6.69764757156372					tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA llmg_1725	mnmA	llmg_1725	0	0	713	1	4	4	16.5	41.979	376	0	31.725	27625000	1454000	127740	97559	174330	87999	233350	123180	413230	196590	A2RLX1	A2RLX1	sw|A2RLX1|MNMA_LACLM tRNA-specific 2-thiouridylase MnmA OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=mnmA PE=3 SV=2
7.13484621047974	7.127525806427	7.05682849884033	7.00779056549072	6.97885131835938	6.87109994888306	6.89526224136353	6.98350429534912					L-serine dehydratase alpha subunit (EC 4.3.1.17)	sdaA llmg_1732	sdaA	llmg_1732	0	0	716	1	5	5	24.7	29.717	287	0	8.2012	62686000	5698800	1501800	975880	1012300	715570	454880	258060	510970	269310	A2RLX8	A2RLX8	tr|A2RLX8|A2RLX8_LACLM L-serine dehydratase alpha subunit OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=sdaA PE=4 SV=1
8.35009288787842	8.2271146774292	8.20749950408936	8.09499454498291	8.7153263092041	8.71933174133301	8.77124977111816	8.82560157775879					NADH dehydrogenase (EC 1.6.99.3)	noxB llmg_1734	noxB	llmg_1734	0	TRANSMEM 583 608 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 614 632 Helical. {ECO:0000256|SAM:Phobius}.	717	1	17	17	24.4	74.093	667	0	169.23	2110000000	65938000	6571500	4392700	3583700	2584500	10630000	10644000	16577000	10955000	A2RLY0	A2RLY0	tr|A2RLY0|A2RLY0_LACLM NADH dehydrogenase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=noxB PE=4 SV=1
6.87181234359741	6.90095663070679	7.04012727737427	6.90850639343262	6.99189043045044	7.05948781967163	7.00642347335815	6.94899463653564					NADH dehydrogenase (EC 1.6.99.3)	noxA llmg_1735	noxA	llmg_1735	0	0	718	1	5	5	11.9	45.989	419	0	18.934	54596000	3033100	499570	378520	434880	224440	312370	378050	522260	283010	A2RLY1	A2RLY1	tr|A2RLY1|A2RLY1_LACLM NADH dehydrogenase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=noxA PE=4 SV=1
8.32721614837646	8.35193157196045	8.29876613616943	8.35644626617432	8.36490726470947	8.41932773590088	8.31664085388184	8.38068103790283					Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS llmg_1741	leuS	llmg_1741	0	0	721	1	21	21	29.1	93.789	829	0	177.87	1323900000	38937000	7046600	5867100	5443700	4230100	3105000	4844000	4829500	3571200	A2RLY6	A2RLY6	sw|A2RLY6|SYL_LACLM Leucine--tRNA ligase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=leuS PE=3 SV=1
8.62167453765869	8.63820934295654	8.60589694976807	8.57130146026611	8.50727558135986	8.5113353729248	8.71556854248047	8.50089454650879					Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prsA prs llmg_1743	prsA	llmg_1743	0	0	723	1	14	14	38.6	35.529	324	0	127.56	2330000000	145630000	28485000	23893000	22168000	16617000	11671000	11553000	21719000	9520400	A2RLY8	A2RLY8	tr|A2RLY8|A2RLY8_LACLM Ribose-phosphate pyrophosphokinase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=prsA PE=3 SV=1
7.78691482543945	7.75745677947998	7.723464012146	7.71090412139893	7.68817949295044	7.7553334236145	7.82449674606323	7.6768946647644					Signal recognition particle receptor FtsY (SRP receptor)	ftsY llmg_1744	ftsY	llmg_1744	0	0	724	1	14	14	37.9	51.064	459	0	48.2	336540000	17713000	3617600	2418300	2468900	1638500	972920	1914900	3581000	1100200	A2RLY9	A2RLY9	tr|A2RLY9|A2RLY9_LACLM Signal recognition particle receptor FtsY OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=ftsY PE=3 SV=1
7.28533220291138	7.39383840560913	7.3026556968689	7.29876565933228	7.55888843536377	7.42886352539063	7.37874317169189	7.43730640411377					Putative hydrolase	llmg_1746		llmg_1746	0	0	726	1	7	7	28.3	30.175	269	0	46.458	139900000	8744000	1125800	956720	894450	919490	1331900	1053400	1498200	964050	A2RLZ1	A2RLZ1	tr|A2RLZ1|A2RLZ1_LACLM Putative hydrolase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1746 PE=4 SV=1
7.25973701477051	7.30965137481689	7.28894186019897	7.29347324371338	7.48594856262207	7.41262865066528	7.32000064849854	7.28105592727661					Alkaline phosphatase superfamily protein	llmg_1751		llmg_1751	0	TRANSMEM 137 155 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 167 185 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 21 41 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 53 74 Helical. {ECO:0000256|SAM:Phobius}.;TRANSMEM 79 102 Helical. {ECO:0000256|SAM:Phobius}.	728	1	6	6	11.9	81.993	722	0	45.383	125460000	4480700	650950	532900	465500	404980	608050	735340	752190	330760	A2RLZ6	A2RLZ6	tr|A2RLZ6|A2RLZ6_LACLM Alkaline phosphatase superfamily protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1751 PE=4 SV=1
7.01393222808838	7.17557001113892	7.20259714126587	7.12574148178101	7.36212396621704	7.29578685760498	7.1980242729187	7.43147611618042					Chromosome partition protein Smc	smc llmg_1752	smc	llmg_1752	0	0	729	1	11	11	12.4	132.39	1174	0	91.995	102540000	1602200	304350	209360	164280	111790	232010	237680	169590	173180	A2RLZ7	A2RLZ7	tr|A2RLZ7|A2RLZ7_LACLM Chromosome partition protein Smc OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=smc PE=3 SV=1
7.48010778427124	7.11905765533447	7.35125494003296	7.26306772232056	7.23083209991455	7.20733833312988	7.35987329483032	7.48859310150146					Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc llmg_1753	rnc	llmg_1753	0	0	730	1	3	3	14.3	26.184	231	0	9.4982	126220000	9709100	2190100	900800	1371500	1889200	721190	995690	1241700	398920	A2RLZ8	A2RLZ8	sw|A2RLZ8|RNC_LACLM Ribonuclease 3 OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=rnc PE=3 SV=1
7.74551200866699	7.66935396194458	7.57186031341553	7.57084655761719	7.78352499008179	7.64521598815918	7.71798658370972	7.95291328430176					Putative NADH-flavin reductase	llmg_1759		llmg_1759	0	0	732	1	6	6	35.2	23.12	210	0	19.302	297730000	24811000	3135700	3062100	2722700	2174400	3649200	2154500	4401200	3510800	A2RM04	A2RM04	tr|A2RM04|A2RM04_LACLM Putative NADH-flavin reductase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1759 PE=4 SV=1
6.89321231842041	6.94495105743408	6.99876499176025	6.93965911865234	7.06591558456421	6.98867464065552	6.87339639663696	7.04789781570435					Putative dehydrogenease / oxidoreductase	llmg_1762		llmg_1762	0	0	733	1	3	3	16.5	25.587	243	0	21.837	52809000	6601100	878690	624280	781130	651200	1013400	883060	984680	784660	A2RM07	A2RM07	tr|A2RM07|A2RM07_LACLM Putative dehydrogenease / oxidoreductase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1762 PE=4 SV=1
6.90466690063477	6.79880952835083	6.89161014556885	6.76287364959717	6.92445516586304	6.83556365966797	7.13110494613647	6.79000329971313					Uncharacterized protein	llmg_1763		llmg_1763	0	0	734	1	2	2	29.1	8.7148	79	0	7.6778	46563000	15521000	2833700	1486100	2015200	1273100	1744500	1747800	3242100	1178400	A2RM08	A2RM08	tr|A2RM08|A2RM08_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1763 PE=4 SV=1
8.64387702941895	8.57517623901367	8.54718399047852	8.57706642150879	8.59004974365234	8.52379894256592	8.59061908721924	8.51948642730713					Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metS metG llmg_1764	metS	llmg_1764	0	0	735	1	27	27	42.7	75.832	662	0	217.66	2243200000	56081000	11046000	7438500	7563200	6172800	5874700	5218800	8955700	3811300	A2RM09	A2RM09	tr|A2RM09|A2RM09_LACLM Methionine--tRNA ligase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=metS PE=3 SV=1
7.82180166244507	7.81728744506836	7.89504098892212	7.88047647476196	8.03682804107666	7.8691258430481	7.81167554855347	7.99359035491943					3'-exo-deoxyribonuclease (EC 3.1.11.2)	exoA llmg_1765	exoA	llmg_1765	0	0	736	1	10	10	43.2	32.294	285	0	82.846	460770000	23039000	3689800	2196100	3206600	2337700	2854600	2429700	4437500	1886700	A2RM10	A2RM10	tr|A2RM10|A2RM10_LACLM 3-exo-deoxyribonuclease OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=exoA PE=4 SV=1
6.54401826858521	6.67781686782837	NaN	6.56423997879028	6.72457075119019	6.75538682937622	NaN	6.73658752441406					Uncharacterized protein	llmg_1768		llmg_1768	0	0	737	1	2	2	20.7	13.572	116	0	7.5579	22670000	2833700	399700	388720	270350	268660	395750	486570	122870	501110	A2RM13	A2RM13	tr|A2RM13|A2RM13_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1768 PE=3 SV=1
6.40590953826904	6.70224094390869	6.64239549636841	6.64915943145752	6.70594072341919	6.73169326782227	6.69047069549561	6.6706075668335					NADH oxidase (EC 1.6.-.-)	noxC llmg_1770	noxC	llmg_1770	0	0	738	1	4	4	8.2	59.544	547	0	6.7424	26083000	899410	112180	111390	102770	92895	90863	164830	146720	77772	A2RM15	A2RM15	tr|A2RM15|A2RM15_LACLM NADH oxidase OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=noxC PE=4 SV=1
9.12885189056396	9.1067008972168	9.03152942657471	8.95274448394775	9.30133438110352	9.19912433624268	9.1327075958252	9.22530937194824					Uncharacterized protein	llmg_1773		llmg_1773	0	0	739	1	14	14	87.3	8.5495	79	0	201.6	8135700000	2033900000	384380000	244020000	169040000	144680000	298810000	249460000	326600000	216910000	A2RM18	A2RM18	tr|A2RM18|A2RM18_LACLM Uncharacterized protein OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=llmg_1773 PE=3 SV=1
7.98247480392456	7.85572481155396	7.93435192108154	7.90850639343262	7.9143009185791	7.94478845596313	7.91280126571655	7.99692296981812					Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	accA llmg_1777	accA	llmg_1777	0	0	741	1	8	8	31.8	29.028	264	0	90.384	501710000	35836000	5859100	3733200	5142500	4142700	3347600	4368700	5529400	3713100	A2RM22	A2RM22	tr|A2RM22|A2RM22_LACLM Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=accA PE=3 SV=1
7.46719360351563	7.65143299102783	7.58699226379395	7.75178718566895	7.77320098876953	7.57392692565918	7.44504356384277	7.88885307312012					Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 6.4.1.2)	accD llmg_1778	accD	llmg_1778	0	0	742	1	7	7	24	31.802	288	0	45.259	259490000	18535000	2375500	2615300	2395700	2387800	2153100	1506500	2478400	2622500	A2RM23	A2RM23	sw|A2RM23|ACCD_LACLM Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=accD PE=3 SV=1
7.95116758346558	7.90944910049438	8.01857566833496	8.01220417022705	8.02234554290771	8.00268459320068	8.06826019287109	8.00496578216553					Acetyl-CoA carboxylase biotin carboxylase subunit (EC 6.3.4.14)	accC llmg_1779	accC	llmg_1779	0	0	743	1	13	13	31.6	49.557	455	0	92.307	608590000	28981000	4554500	3127700	3588500	4430000	3050600	2995500	5218000	2015900	A2RM24	A2RM24	tr|A2RM24|A2RM24_LACLM Acetyl-CoA carboxylase biotin carboxylase subunit OS=Lactococcus lactis subsp. cremoris (strain MG1363) GN=accC PE=4 SV=1
